probabilities,sample_ids,labels
0.011071789136390392,EE88100,0
0.02168794130178905,EE88101,0
0.06720541004663222,EE88102,0
0.02401631954521616,EE88103,0
0.018856425618261105,EE88104,0
0.02310261345316101,EE88105,0
0.005696430439652652,EE88106,0
0.007864897570850701,EE88107,0
0.026562696301332813,EE88108,0
0.019751514806075083,EE88109,0
0.09962845474351704,EE88110,0
0.18782725984887347,EE88111,0
0.056957393028005274,EE88112,0
0.09164803991973819,EE88113,0
0.03614275419174927,EE88114,0
0.034322737978730346,EE88115,0
0.3668738986994954,EE88116,0
0.0566717438451185,EE88117,0
0.048231715551580984,EE88118,0
0.03614892049508115,EE88119,0
0.05941508370496946,EE88120,0
0.02466514861349852,EE88121,0
0.05806479896986527,EE88122,0
0.033100046859888585,EE88123,0
0.0029290300281833025,EE88124,0
0.012563739768693264,EE88125,0
0.0119561387268792,EE88126,0
0.031998794077367436,EE88128,0
0.013846221722659282,EE88129,0
0.04883115150369734,EE88130,0
0.009310052757588802,EE88131,0
0.21010907380796232,EE88132,0
0.06429129124516579,EE88133,0
0.012689587899097876,EE88134,0
0.02133307540925935,EE88135,0
0.15228140731097706,EE88137,0
0.05320760653926128,EE88138,0
0.03218719162974692,EE88139,0
0.01371317469289914,EE88140,0
0.006268182196098301,EE88142,0
0.03371157945150633,EE88143,0
0.013069876786730076,EE88144,0
0.025027128132087552,EE88145,0
0.034292081687473656,EE88146,0
0.5,EE88147,0
0.027669210541938646,EE88148,0
0.06943448954947552,EE88149,0
0.09850691068063486,EE88150,0
0.005347985892983623,EE88151,0
0.01574326979988912,EE88153,0
0.018025704808140863,EE88154,0
0.018818049164863276,EE88155,0
0.2789814941513238,EE88156,0
0.08645352716408262,EE88157,0
0.05953938202752616,EE88158,0
0.06486880213164617,EE88159,0
0.016119164459329736,EE88160,0
0.013427783061925241,EE88161,0
0.049117019956259146,EE88162,0
0.005886378424197904,EE88164,0
0.04682127586629788,EE88165,0
0.04947150922478377,EE88166,0
0.04104273388201617,EE88167,0
0.2197580438778407,EE88168,0
0.024105688752347545,EE88169,0
0.021825771566049642,EE88170,0
0.1252807512632578,EE88171,0
0.04059873122698531,EE88172,0
0.9172154886248928,EE88173,0
0.8515418281603223,EE88174,0
0.5097465432009312,EE88175,0
0.8638026241374809,EE88176,0
0.5871892955146215,EE88177,0
0.29409944460106463,EE88178,0
0.6494772062327685,EE88179,0
0.8944317906264401,EE88180,0
0.8049668079024815,EE88181,0
0.4571467113436312,EE88182,0
0.9935957584149979,EE88193,1
0.9687173969869259,EE88194,1
0.99642670186015,EE88195,1
0.9954998476384053,EE88196,1
0.9965025824915037,EE88197,1
0.9973382736011367,EE88198,1
0.9847689742290742,EE88199,1
0.9303595787738332,EE88200,1
0.9964881367889081,EE88201,1
0.9778835070057363,EE88202,1
0.9918097550725182,EE88203,1
0.9942603077198066,EE88204,1
0.9890058679391892,EE88205,1
0.99717874030516,EE88206,1
0.9889992183083325,EE88207,1
0.9497046982521055,EE88208,1
0.9956162069665805,EE88209,1
0.7718789040110671,EE88210,1
0.9915758345653991,EE88211,1
0.992006751968452,EE88212,1
0.9760030965703687,EE88262,1
0.8593981923938805,EE88263,1
0.9693033337521548,EE88264,1
0.8459812731032951,EE88265,1
0.997099017969275,EE88266,1
0.9816538090030824,EE88267,1
0.8235450628521841,EE88268,1
